tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_lon, tweet_lat, tweet_text, tweet_url,label
'580171998996889600',Tue Mar 24 00:59:18 +0000 2015,LebredoM,637118348,es,NA,NA,PerÃº: Avalancha de lodo causa la muerte de una persona | Noticias | teleSUR http://t.co/bbrGdfrPOF,https://twitter.com/LebredoM/status/580171998996889600,Physical landslide
'580175786914762752',Tue Mar 24 01:14:21 +0000 2015,teleSURtv,45013575,es,NA,NA,#AmÃ©ricaLatina | Avalancha de lodo causa la muerte de una persona en #PerÃº | http://t.co/1XBob080qx http://t.co/iGUty1E8EC,https://twitter.com/teleSURtv/status/580175786914762752,Physical landslide
'580176906684772352',Tue Mar 24 01:18:48 +0000 2015,conacoms,1195787539,es,NA,NA,Fuerte avalancha dejÃ_ un fallecido en PerÃº: Una avalancha de lodo y piedras acabÃ_ con la vida de una persona h... http://t.co/fUUF7YLJSR,https://twitter.com/conacoms/status/580176906684772352,Physical landslide
'580177846724771840',Tue Mar 24 01:22:32 +0000 2015,news24hecu,2291571751,es,NA,NA,"Por un deslizamiento de tierra, un barrio de Los Chillos quedÃ_ incomunicado: La vÃ_a principal que comunica al ... http://t.co/CxDbynsERn",https://twitter.com/news24hecu/status/580177846724771840,Physical landslide
'580180065687855105',Tue Mar 24 01:31:21 +0000 2015,ElPaisComEc,474028381,es,NA,NA,"Por un deslizamiento de tierra, un barrio de Los Chillos quedÃ_â€_ http://t.co/JID0fnfvOG via @elcomerciocom",https://twitter.com/ElPaisComEc/status/580180065687855105,Physical landslide
'580182009760251904',Tue Mar 24 01:39:05 +0000 2015,ismalosofo,1652036772,es,NA,NA,#AmÃ©ricaLatina | Avalancha de lodo causa la muerte de una persona en #PerÃº | lee...: #AmÃ©ricaLatina | Avalanch... http://t.co/HlRzww2hac,https://twitter.com/ismalosofo/status/580182009760251904,Physical landslide
'580184398223421440',Tue Mar 24 01:48:34 +0000 2015,v3zla,1643957450,es,NA,NA,.@teleSURtv #AmÃ©ricaLatina | Avalancha de lodo causa la muerte de una persona en... http://t.co/pNxTEj0ZnO RT #PSUV,https://twitter.com/v3zla/status/580184398223421440,Physical landslide
'580189845106139137',Tue Mar 24 02:10:13 +0000 2015,Albert0Pelaez,2976477887,es,NA,NA,Si la montaÃ±a viene hacia tiâ€_ corre!!! Es un derrumbe!!!,https://twitter.com/Albert0Pelaez/status/580189845106139137,Not physical landslide
'580190370375471104',Tue Mar 24 02:12:18 +0000 2015,alcalorpolitico,86017565,es,NA,NA,Lluvias generan derrumbe de rocas e la carretera Misantla-Xalapa  http://t.co/AJihCQhmjv,https://twitter.com/alcalorpolitico/status/580190370375471104,Physical landslide
'580192649036107776',Tue Mar 24 02:21:21 +0000 2015,teleSURtv,45013575,es,NA,NA,#AmÃ©ricaLatina | Avalancha de lodo causa la muerte de una persona en #PerÃº | http://t.co/1XBob080qx http://t.co/FE7SPT845M,https://twitter.com/teleSURtv/status/580192649036107776,Physical landslide
